mileage,Age,stroke_values,Light Type,price
40000,8,4 stroke,Double Light,1085000
125000,14,4 stroke,Double Light,780000
67000,15,4 stroke,Single Light,580000
60000,28,2 stroke,Single Light,265000
44500,14,4 stroke,Double Light,675000
67798,12,4 stroke,Double Light,775000
97000,9,4 stroke,Double Light,1010000
35000,18,2 stroke,Single Light,540000
147328,28,2 stroke,Single Light,345000
25000,13,4 stroke,Double Light,750000
35000,16,4 stroke,Single Light,575000
12345,17,2 stroke,Single Light,350000
31352,8,4 stroke,Double Light,970000
40000,10,4 stroke,Double Light,950000
80000,10,4 stroke,Double Light,780000
45000,17,4 stroke,Single Light,650000
20000,12,4 stroke,Double Light,778000
37500,10,4 stroke,Double Light,950000
60000,11,4 stroke,Double Light,755000
65000,9,4 stroke,Double Light,835000
50000,21,2 stroke,Single Light,520000
75000,14,4 stroke,Double Light,650000
38500,6,4 stroke,Double Light,1200000
78456,18,2 stroke,Single Light,730000
60000,8,4 stroke,Double Light,980000
52000,13,4 stroke,Double Light,670000
40000,6,4 stroke,Double Light,1285000
35800,16,4 stroke,Single Light,455000
48910,8,4 stroke,Double Light,1190000
65000,15,4 stroke,Single Light,560000
75000,16,4 stroke,Single Light,690000
35000,17,2 stroke,Single Light,655000
80000,9,4 stroke,Double Light,950000
53353,11,4 stroke,Double Light,825000
44324,10,4 stroke,Double Light,875000
32325,9,4 stroke,Double Light,995000
51000,8,4 stroke,Double Light,970000
68000,23,2 stroke,Single Light,410000
30000,11,4 stroke,Double Light,750000
48000,14,4 stroke,Double Light,790000
90000,8,4 stroke,Double Light,1015000
29000,8,4 stroke,Double Light,1065000
40000,11,4 stroke,Double Light,830000
34500,16,4 stroke,Single Light,585000
35000,16,4 stroke,Single Light,630000
45000,18,2 stroke,Single Light,600000
56000,13,4 stroke,Double Light,760000
56561,12,4 stroke,Double Light,750000
22222,9,4 stroke,Double Light,860000
52698,16,4 stroke,Single Light,580000
45000,17,2 stroke,Single Light,600000
41280,13,4 stroke,Double Light,675000
65412,8,4 stroke,Double Light,990000
50000,13,4 stroke,Double Light,635000
80000,17,2 stroke,Single Light,610000
23211,8,4 stroke,Double Light,1050000
54000,10,4 stroke,Double Light,840000
65000,21,2 stroke,Single Light,410000
32152,10,4 stroke,Double Light,770000
30000,34,2 stroke,Single Light,295000
45800,18,2 stroke,Single Light,540000
54635,15,4 stroke,Single Light,525000
68000,21,2 stroke,Single Light,400000
135480,17,2 stroke,Single Light,729000
45000,19,2 stroke,Single Light,375000
14500,8,4 stroke,Double Light,1020000
18000,7,4 stroke,Double Light,1100000
70000,12,4 stroke,Double Light,750000
89565,13,4 stroke,Double Light,850000
45000,7,4 stroke,Double Light,1150000
100000,11,4 stroke,Double Light,950000
25000,8,4 stroke,Double Light,1085000
25000,12,4 stroke,Double Light,900000
54000,8,4 stroke,Double Light,715000
45000,11,4 stroke,Double Light,980000
50000,8,4 stroke,Double Light,950000
45000,12,4 stroke,Double Light,850000
50000,12,4 stroke,Double Light,750000
100000,25,2 stroke,Single Light,380000
50000,16,4 stroke,Single Light,590000
25000,13,4 stroke,Double Light,690000
50000,17,4 stroke,Single Light,540000
50000,10,4 stroke,Double Light,930000
54000,15,4 stroke,Single Light,465000
50000,9,4 stroke,Double Light,1050000
62000,5,4 stroke,Double Light,1355000
89000,12,4 stroke,Double Light,825000
50000,9,4 stroke,Double Light,1050000
32154,14,4 stroke,Double Light,525000
60000,14,4 stroke,Double Light,535000
30000,17,2 stroke,Single Light,615000
50000,16,4 stroke,Single Light,580000
60000,24,2 stroke,Single Light,270000
35677,4,4 stroke,Double Light,1265000
100000,13,4 stroke,Double Light,740000
75000,13,4 stroke,Double Light,880000
29000,7,4 stroke,Double Light,1200000
38695,17,2 stroke,Single Light,615000
65000,12,4 stroke,Double Light,800000
89000,25,2 stroke,Single Light,385000
31883,7,4 stroke,Double Light,1030000
50000,13,4 stroke,Double Light,650000
20000,20,2 stroke,Single Light,490000
55434,17,2 stroke,Single Light,530000
55000,9,4 stroke,Double Light,810000
45000,12,4 stroke,Double Light,790000
50000,13,4 stroke,Double Light,588000
40000,17,2 stroke,Single Light,750000
60000,8,4 stroke,Double Light,890000
65000,21,2 stroke,Single Light,480000
89000,24,2 stroke,Single Light,233000
70000,17,2 stroke,Single Light,450000
65000,25,2 stroke,Single Light,435000
70000,24,2 stroke,Single Light,357000
41224,3,4 stroke,Double Light,1400000
60000,22,2 stroke,Single Light,295000
54000,10,4 stroke,Double Light,750000
73200,11,4 stroke,Double Light,865000
44331,11,4 stroke,Double Light,800000
74511,13,4 stroke,Double Light,790000
46990,8,4 stroke,Double Light,970000
56000,9,4 stroke,Double Light,885000
75847,14,4 stroke,Double Light,475000
25000,8,4 stroke,Double Light,1000000
65897,16,4 stroke,Single Light,480000
44440,14,4 stroke,Double Light,680000
25000,16,4 stroke,Single Light,570000
100000,19,2 stroke,Single Light,655000
85730,12,4 stroke,Double Light,750000
44341,8,4 stroke,Double Light,900000
75000,25,2 stroke,Single Light,200000
43000,8,4 stroke,Double Light,970000
55000,17,4 stroke,Single Light,480000
40000,4,4 stroke,Double Light,1300000
12345,9,4 stroke,Double Light,735000
124540,21,2 stroke,Single Light,385000
52000,8,4 stroke,Double Light,1100000
12345,12,4 stroke,Double Light,690000
56000,14,4 stroke,Double Light,670000
35000,18,4 stroke,Single Light,560000
40000,15,4 stroke,Single Light,560000
58104,12,4 stroke,Double Light,750000
55432,19,2 stroke,Single Light,400000
30000,12,4 stroke,Double Light,780000
25000,9,4 stroke,Double Light,900000
80000,8,4 stroke,Double Light,850000
78900,15,4 stroke,Single Light,560000
45000,12,4 stroke,Double Light,770000
79000,11,4 stroke,Double Light,950000
27000,5,4 stroke,Double Light,1300000
70000,21,2 stroke,Single Light,415000
45000,15,4 stroke,Single Light,560000
26000,6,4 stroke,Double Light,1400000
36000,8,4 stroke,Double Light,985000
69000,12,4 stroke,Double Light,730000
50000,12,4 stroke,Double Light,800000
25000,8,4 stroke,Double Light,870000
40000,6,4 stroke,Double Light,1195000
14964,9,4 stroke,Double Light,940000
55442,13,4 stroke,Double Light,900000
55000,8,4 stroke,Double Light,995000
65412,9,4 stroke,Double Light,850000
45000,14,4 stroke,Double Light,670000
60000,10,4 stroke,Double Light,850000
50000,14,4 stroke,Double Light,550000
32152,9,4 stroke,Double Light,960000
85623,21,2 stroke,Single Light,325000
48000,9,4 stroke,Double Light,1100000
25000,12,4 stroke,Double Light,750000
100000,17,4 stroke,Single Light,655000
42000,5,4 stroke,Double Light,1165000
97000,11,4 stroke,Double Light,820000
60000,17,2 stroke,Single Light,500000
65000,10,4 stroke,Double Light,850000
128000,16,4 stroke,Single Light,515000
65000,9,4 stroke,Double Light,835000
40000,13,4 stroke,Double Light,695000
45000,28,2 stroke,Single Light,260000
52834,11,4 stroke,Double Light,840000
40000,11,4 stroke,Double Light,790000
40000,17,2 stroke,Single Light,610000
40000,11,4 stroke,Double Light,930000
28000,9,4 stroke,Double Light,970000
80870,12,4 stroke,Double Light,710000
80000,11,4 stroke,Double Light,962000
23000,5,4 stroke,Double Light,1133750
21548,7,4 stroke,Double Light,970000
45000,11,4 stroke,Double Light,900000
25000,11,4 stroke,Double Light,815000
56000,15,4 stroke,Single Light,600000
27850,7,4 stroke,Double Light,965000
53332,40,2 stroke,Single Light,260000
124000,16,4 stroke,Single Light,570000
43000,8,4 stroke,Double Light,1160000
62921,8,4 stroke,Double Light,900000
56000,17,2 stroke,Single Light,680000
35321,7,4 stroke,Double Light,1230000
12345,9,4 stroke,Double Light,895000
12345,9,4 stroke,Double Light,895000
55334,10,4 stroke,Double Light,950000
50000,12,4 stroke,Double Light,815000
125000,22,2 stroke,Single Light,550000
36256,7,4 stroke,Double Light,990000
36000,18,4 stroke,Single Light,510000
56899,9,4 stroke,Double Light,890000
52834,13,4 stroke,Double Light,820000
65000,19,2 stroke,Single Light,700000
25000,14,4 stroke,Double Light,790000
100000,12,4 stroke,Double Light,700000
98986,16,4 stroke,Single Light,630000
5555,11,4 stroke,Double Light,860000
62000,19,2 stroke,Single Light,580000
60000,16,4 stroke,Single Light,580000
58000,11,4 stroke,Double Light,800000
67000,15,4 stroke,Single Light,600000
45000,8,4 stroke,Double Light,975000
50000,22,2 stroke,Single Light,380000
85258,11,4 stroke,Double Light,765000
53000,9,4 stroke,Double Light,900000
47188,9,4 stroke,Double Light,1150000
65000,9,4 stroke,Double Light,900000
63000,13,4 stroke,Double Light,850000
79865,15,4 stroke,Single Light,680000
65000,12,4 stroke,Double Light,750000
50000,11,4 stroke,Double Light,885000
20000,4,4 stroke,Double Light,1325000
22500,18,2 stroke,Single Light,620000
70000,11,4 stroke,Double Light,850000
68000,11,4 stroke,Double Light,730000
50000,20,2 stroke,Single Light,465000
62000,17,2 stroke,Single Light,650000
44431,17,4 stroke,Single Light,700000
65000,13,4 stroke,Double Light,890000
21000,9,4 stroke,Double Light,900000
96530,30,2 stroke,Single Light,220000
52360,12,4 stroke,Double Light,885000
40000,19,2 stroke,Single Light,580000
32000,19,2 stroke,Single Light,700000
54343,11,4 stroke,Double Light,1020000
50000,9,4 stroke,Double Light,1025000
23451,10,4 stroke,Double Light,765000
50000,19,2 stroke,Single Light,475000
52698,16,4 stroke,Single Light,640000
100000,8,4 stroke,Double Light,1250000
26564,9,4 stroke,Double Light,880000
60000,9,4 stroke,Double Light,975000
74512,18,2 stroke,Single Light,740000
48000,19,2 stroke,Single Light,480000
75000,15,4 stroke,Single Light,635000
75000,28,2 stroke,Single Light,305000
35155,9,4 stroke,Double Light,915000
21455,11,4 stroke,Double Light,850000
45000,12,4 stroke,Double Light,650000
40000,11,4 stroke,Double Light,795000
65000,16,4 stroke,Single Light,700000
35000,8,4 stroke,Double Light,990000
64765,7,4 stroke,Double Light,1050000
65437,19,2 stroke,Single Light,635000
73000,12,4 stroke,Double Light,800000
32000,7,4 stroke,Double Light,1025000
75000,10,4 stroke,Double Light,820000
45000,14,4 stroke,Double Light,680000
14000,15,4 stroke,Single Light,800000
42000,12,4 stroke,Double Light,870000
6950,10,4 stroke,Double Light,890000
28476,10,4 stroke,Double Light,845000
45000,14,4 stroke,Double Light,680000
85000,17,2 stroke,Single Light,600000
38000,10,4 stroke,Double Light,1020000
45000,8,4 stroke,Double Light,1060000
30000,6,4 stroke,Double Light,1150000
68542,8,4 stroke,Double Light,925000
65000,23,2 stroke,Single Light,290000
60000,17,2 stroke,Single Light,565000
46000,8,4 stroke,Double Light,800000
33450,8,4 stroke,Double Light,1190000
4555,16,4 stroke,Single Light,560000
20000,7,4 stroke,Double Light,1015000
25454,20,2 stroke,Single Light,550000
64000,14,4 stroke,Double Light,650000
153353,29,2 stroke,Single Light,390000
96000,16,4 stroke,Single Light,650000
50000,9,4 stroke,Double Light,810000
2004,7,4 stroke,Double Light,950000
7100,12,4 stroke,Double Light,845000
25000,4,4 stroke,Double Light,1250000
50000,14,4 stroke,Double Light,620000
32155,27,2 stroke,Single Light,240000
79941,26,2 stroke,Single Light,250000
52864,11,4 stroke,Double Light,735000
25000,5,4 stroke,Double Light,1265000
50000,12,4 stroke,Double Light,730000
52818,12,4 stroke,Double Light,760000
44331,14,4 stroke,Double Light,500000
65000,13,4 stroke,Double Light,720000
24150,12,4 stroke,Double Light,780000
45600,10,4 stroke,Double Light,800000
65421,20,2 stroke,Single Light,600000
25000,12,4 stroke,Double Light,685000
89000,33,2 stroke,Single Light,265000
180000,19,2 stroke,Single Light,400000
52698,14,4 stroke,Double Light,480000
37825,10,4 stroke,Double Light,845000
21548,11,4 stroke,Double Light,950000
98981,26,2 stroke,Single Light,250000
42568,15,4 stroke,Single Light,555000
43131,21,2 stroke,Single Light,395000
45000,23,2 stroke,Single Light,415000
21545,11,4 stroke,Double Light,890000
65000,16,4 stroke,Single Light,680000
120000,23,2 stroke,Single Light,400000
62919,5,4 stroke,Double Light,1230000
52688,12,4 stroke,Double Light,760000
25000,17,4 stroke,Single Light,500000
100000,20,2 stroke,Single Light,400000
50000,19,2 stroke,Single Light,490000
33205,9,4 stroke,Double Light,955000
50000,18,2 stroke,Single Light,630000
45824,8,4 stroke,Double Light,950000
88000,11,4 stroke,Double Light,950000
33000,14,4 stroke,Double Light,770000
65000,12,4 stroke,Double Light,760000
20000,9,4 stroke,Double Light,1000000
45000,17,4 stroke,Single Light,635000
75751,8,4 stroke,Double Light,900000
41000,7,4 stroke,Double Light,1030000
15000,19,2 stroke,Single Light,620000
25000,8,4 stroke,Double Light,940000
45000,9,4 stroke,Double Light,890000
40000,12,4 stroke,Double Light,730000
44000,11,4 stroke,Double Light,1020000
36000,8,4 stroke,Double Light,1090000
5600,3,4 stroke,Double Light,1180000
43260,11,4 stroke,Double Light,1000000
41000,8,4 stroke,Double Light,1000000
65000,8,4 stroke,Double Light,1000000
50000,17,4 stroke,Single Light,520000
45000,11,4 stroke,Double Light,695000
53668,15,4 stroke,Single Light,620000
100000,11,4 stroke,Double Light,740000
60000,8,4 stroke,Double Light,870000
30000,29,2 stroke,Single Light,300000
32152,7,4 stroke,Double Light,1030000
12345,13,4 stroke,Double Light,695000
26000,9,4 stroke,Double Light,960000
98546,19,2 stroke,Single Light,545000
94653,17,4 stroke,Single Light,495000
58000,11,4 stroke,Double Light,750000
65000,13,4 stroke,Double Light,720000
11222,10,4 stroke,Double Light,855000
50000,8,4 stroke,Double Light,1100000
16655,8,4 stroke,Double Light,1050000
45000,9,4 stroke,Double Light,975000
65000,17,4 stroke,Single Light,800000
85632,22,2 stroke,Single Light,395000
48000,10,4 stroke,Double Light,850000
41000,8,4 stroke,Double Light,750000
74512,8,4 stroke,Double Light,990000
56200,16,4 stroke,Single Light,720000
40000,15,4 stroke,Single Light,650000
50000,18,2 stroke,Single Light,750000
60000,17,2 stroke,Single Light,600000
63246,13,4 stroke,Double Light,796000
90000,28,2 stroke,Single Light,300000
70000,13,4 stroke,Double Light,700000
45241,7,4 stroke,Double Light,1150000
65000,9,4 stroke,Double Light,910000
12345,9,4 stroke,Double Light,710000
54000,13,4 stroke,Double Light,750000
85000,21,2 stroke,Single Light,335000
20000,8,4 stroke,Double Light,1045000
55555,14,4 stroke,Double Light,590000
53000,7,4 stroke,Double Light,925000
25600,6,4 stroke,Double Light,1000000
68000,11,4 stroke,Double Light,950000
30000,16,4 stroke,Single Light,590000
55000,10,4 stroke,Double Light,850000
98575,18,4 stroke,Single Light,645000
30000,20,2 stroke,Single Light,500000
65000,27,2 stroke,Single Light,300000
120000,17,2 stroke,Single Light,585000
60000,9,4 stroke,Double Light,930000
45000,13,4 stroke,Double Light,750000
55000,17,2 stroke,Single Light,525000
36800,4,4 stroke,Double Light,1275000
70000,15,4 stroke,Single Light,670000
43431,12,4 stroke,Double Light,790000
53801,20,2 stroke,Single Light,350000
38000,8,4 stroke,Double Light,950000
105000,13,4 stroke,Double Light,675000
75680,18,4 stroke,Single Light,450000
36458,11,4 stroke,Double Light,860000
55450,20,2 stroke,Single Light,485000
45000,14,4 stroke,Double Light,575000
44333,11,4 stroke,Double Light,875000
50000,8,4 stroke,Double Light,925000
86000,9,4 stroke,Double Light,930000
49000,15,4 stroke,Single Light,810000
54842,19,2 stroke,Single Light,550000
13600,5,4 stroke,Double Light,1440000
120000,18,2 stroke,Single Light,800000
50000,8,4 stroke,Double Light,850000
40000,12,4 stroke,Double Light,720000
28000,15,4 stroke,Single Light,620000
66644,7,4 stroke,Double Light,980000
28000,12,4 stroke,Double Light,850000
60000,27,2 stroke,Single Light,295000
23259,12,4 stroke,Double Light,780000
25000,8,4 stroke,Double Light,860000
25000,17,4 stroke,Single Light,600000
74512,12,4 stroke,Double Light,980000
25000,8,4 stroke,Double Light,900000
199999,24,2 stroke,Single Light,450000
35000,18,4 stroke,Single Light,600000
40000,12,4 stroke,Double Light,775000
32152,13,4 stroke,Double Light,745000
55000,10,4 stroke,Double Light,800000
50000,12,4 stroke,Double Light,750000
88000,7,4 stroke,Double Light,1020000
128000,18,2 stroke,Single Light,475000
12345,9,4 stroke,Double Light,865000
47000,7,4 stroke,Double Light,1150000
37500,15,4 stroke,Single Light,715000
57010,7,4 stroke,Double Light,1025000
45000,9,4 stroke,Double Light,880000
50000,10,4 stroke,Double Light,900000
35700,12,4 stroke,Double Light,730000
65000,18,2 stroke,Single Light,490000
52365,12,4 stroke,Double Light,645000
35000,13,4 stroke,Double Light,650000
42000,3,4 stroke,Double Light,1650000
47000,6,4 stroke,Double Light,1175000
32254,18,4 stroke,Single Light,490000
45000,12,4 stroke,Double Light,580000
50000,10,4 stroke,Double Light,870000
50000,11,4 stroke,Double Light,875000
83000,7,4 stroke,Double Light,1060000
100000,10,4 stroke,Double Light,925000
60000,9,4 stroke,Double Light,920000
45000,16,4 stroke,Single Light,550000
128000,16,4 stroke,Single Light,540000
25000,24,2 stroke,Single Light,385000
58000,12,4 stroke,Double Light,735000
50000,18,2 stroke,Single Light,680000
45000,11,4 stroke,Double Light,740000
85000,13,4 stroke,Double Light,790000
34568,10,4 stroke,Double Light,950000
86548,25,2 stroke,Single Light,335000
63000,8,4 stroke,Double Light,975000
89564,15,4 stroke,Single Light,650000
16700,5,4 stroke,Double Light,1300000
30000,7,4 stroke,Double Light,1085000
65000,18,4 stroke,Single Light,600000
75000,11,4 stroke,Double Light,775000
162000,24,2 stroke,Single Light,390000
56000,19,2 stroke,Single Light,535000
35000,11,4 stroke,Double Light,800000
12345,14,4 stroke,Double Light,345000
74362,11,4 stroke,Double Light,870000
100000,17,4 stroke,Single Light,743000
29560,6,4 stroke,Double Light,1170000
65000,9,4 stroke,Double Light,1000000
60000,8,4 stroke,Double Light,1250000
67857,9,4 stroke,Double Light,910000
55000,6,4 stroke,Double Light,1350000
28000,9,4 stroke,Double Light,1113600
21548,14,4 stroke,Double Light,860000
44313,20,2 stroke,Single Light,430000
52000,12,4 stroke,Double Light,760000
93000,10,4 stroke,Double Light,875000
56800,14,4 stroke,Double Light,650000
75000,15,4 stroke,Single Light,550000
57000,12,4 stroke,Double Light,695000
75000,25,2 stroke,Single Light,500000
77191,18,2 stroke,Single Light,540000
65000,8,4 stroke,Double Light,900000
35000,17,2 stroke,Single Light,560000
12588,17,4 stroke,Single Light,550000
85613,14,4 stroke,Double Light,650000
44331,20,2 stroke,Single Light,415000
42500,9,4 stroke,Double Light,915000
100000,20,2 stroke,Single Light,433000
50000,13,4 stroke,Double Light,775000
50000,17,2 stroke,Single Light,480000
64000,8,4 stroke,Double Light,1065000
30000,34,2 stroke,Single Light,270000
35000,10,4 stroke,Double Light,860000
32125,9,4 stroke,Double Light,950000
74000,16,4 stroke,Single Light,365000
45000,8,4 stroke,Double Light,915000
32152,14,4 stroke,Double Light,645000
114555,19,2 stroke,Single Light,550000
75000,18,2 stroke,Single Light,600000
35000,12,4 stroke,Double Light,785000
60000,12,4 stroke,Double Light,740000
50000,14,4 stroke,Double Light,625000
52730,17,2 stroke,Single Light,560000
50000,15,4 stroke,Single Light,685000
25000,7,4 stroke,Double Light,1095000
45000,21,2 stroke,Single Light,460000
100000,18,4 stroke,Single Light,483000
54776,8,4 stroke,Double Light,1030000
63783,19,2 stroke,Single Light,367000
50000,15,4 stroke,Single Light,600000
50000,10,4 stroke,Double Light,825000
40000,5,4 stroke,Double Light,1225000
32154,18,4 stroke,Single Light,500000
45600,12,4 stroke,Double Light,800000
63000,17,2 stroke,Single Light,660000
88000,11,4 stroke,Double Light,780000
35000,20,2 stroke,Single Light,450000
13124,8,4 stroke,Double Light,1000000
19800,6,4 stroke,Double Light,1300000
38000,8,4 stroke,Double Light,1110000
24000,15,4 stroke,Single Light,700000
101000,20,2 stroke,Single Light,450000
65400,20,2 stroke,Single Light,450000
67000,11,4 stroke,Double Light,875000
43000,7,4 stroke,Double Light,1020000
45243,23,2 stroke,Single Light,375000
66500,11,4 stroke,Double Light,875000
85000,11,4 stroke,Double Light,725000
65000,21,2 stroke,Single Light,400000
55555,14,4 stroke,Double Light,670000
75320,9,4 stroke,Double Light,895000
86430,12,4 stroke,Double Light,740000
55000,13,4 stroke,Double Light,730000
100000,16,4 stroke,Single Light,540000
45250,8,4 stroke,Double Light,1150000
45281,8,4 stroke,Double Light,1200000
43313,16,4 stroke,Single Light,700000
69000,18,2 stroke,Single Light,560000
65000,8,4 stroke,Double Light,935000
45000,20,2 stroke,Single Light,350000
75000,26,2 stroke,Single Light,310000
43523,10,4 stroke,Double Light,1065000
85642,12,4 stroke,Double Light,760000
95000,8,4 stroke,Double Light,1000000
80000,20,2 stroke,Single Light,470000
55555,13,4 stroke,Double Light,770000
56000,10,4 stroke,Double Light,890000
6500,12,4 stroke,Double Light,775000
36000,5,4 stroke,Double Light,1200000
32000,8,4 stroke,Double Light,1000000
51359,13,4 stroke,Double Light,660000
74552,9,4 stroke,Double Light,895000
59000,11,4 stroke,Double Light,800000
100000,22,2 stroke,Single Light,390000
100000,18,4 stroke,Single Light,433000
44331,14,4 stroke,Double Light,750000
50000,22,2 stroke,Single Light,600000
65000,12,4 stroke,Double Light,700000
35000,8,4 stroke,Double Light,980000
100000,17,4 stroke,Single Light,413000
67000,11,4 stroke,Double Light,760000
32162,8,4 stroke,Double Light,950000
24254,17,4 stroke,Single Light,600000
85000,13,4 stroke,Double Light,625000
44524,7,4 stroke,Double Light,1030000
86542,12,4 stroke,Double Light,850000
53829,10,4 stroke,Double Light,830000
52669,11,4 stroke,Double Light,790000
20000,5,4 stroke,Double Light,1230000
54399,17,4 stroke,Single Light,600000
55000,12,4 stroke,Double Light,680000
34000,5,4 stroke,Double Light,1370000
48521,16,4 stroke,Single Light,560000
5612,9,4 stroke,Double Light,925000
32152,12,4 stroke,Double Light,1000000
34439,8,4 stroke,Double Light,995000
75000,16,4 stroke,Single Light,650000
25000,18,2 stroke,Single Light,550000
25000,13,4 stroke,Double Light,760000
83144,13,4 stroke,Double Light,685000
78000,8,4 stroke,Double Light,895000
61818,17,2 stroke,Single Light,670000
14000,12,4 stroke,Double Light,900000
64320,18,4 stroke,Single Light,480000
56009,10,4 stroke,Double Light,820000
44534,20,2 stroke,Single Light,560000
89000,25,2 stroke,Single Light,244000
40500,15,4 stroke,Single Light,685000
40000,13,4 stroke,Double Light,670000
62818,18,2 stroke,Single Light,630000
60000,19,2 stroke,Single Light,650000
50000,11,4 stroke,Double Light,685000
134000,14,4 stroke,Double Light,595000
55334,27,2 stroke,Single Light,350000
44431,8,4 stroke,Double Light,840000
76000,3,4 stroke,Double Light,1250000
55000,8,4 stroke,Double Light,1250000
70000,20,2 stroke,Single Light,480000
25000,18,2 stroke,Single Light,595000
35000,16,4 stroke,Single Light,620000
44331,20,2 stroke,Single Light,445000
65900,10,4 stroke,Double Light,860000
64000,7,4 stroke,Double Light,820000
59795,8,4 stroke,Double Light,1050000
50000,12,4 stroke,Double Light,780000
18487,12,4 stroke,Double Light,830000
35000,10,4 stroke,Double Light,840000
29000,8,4 stroke,Double Light,1000000
44241,14,4 stroke,Double Light,685000
65000,19,2 stroke,Single Light,435000
44431,7,4 stroke,Double Light,1150000
2000,19,2 stroke,Single Light,530000
12345,10,4 stroke,Double Light,950000
17900,9,4 stroke,Double Light,880000
30968,11,4 stroke,Double Light,885000
80000,13,4 stroke,Double Light,900000
31541,12,4 stroke,Double Light,790000
25000,10,4 stroke,Double Light,830000
95000,9,4 stroke,Double Light,970000
63004,11,4 stroke,Double Light,973365
65000,18,2 stroke,Single Light,465000
38000,20,2 stroke,Single Light,550000
34000,8,4 stroke,Double Light,975000
65000,14,4 stroke,Double Light,400000
25000,13,4 stroke,Double Light,700000
125000,13,4 stroke,Double Light,720000
20000,14,4 stroke,Double Light,650000
31200,15,4 stroke,Single Light,675000
20000,10,4 stroke,Double Light,710000
32000,6,4 stroke,Double Light,1375000
95000,13,4 stroke,Double Light,725000
35000,8,4 stroke,Double Light,925000
21554,9,4 stroke,Double Light,1050000
75000,8,4 stroke,Double Light,950000
5000,4,4 stroke,Double Light,1320000
21588,18,2 stroke,Single Light,740000
145000,20,2 stroke,Single Light,480000
75422,13,4 stroke,Double Light,830000
66000,9,4 stroke,Double Light,930000
85000,12,4 stroke,Double Light,680000
21900,8,4 stroke,Double Light,1225000
104000,16,4 stroke,Single Light,750000
63520,8,4 stroke,Double Light,980000
50000,12,4 stroke,Double Light,690000
45652,12,4 stroke,Double Light,750000
72600,17,4 stroke,Single Light,820000
50000,15,4 stroke,Single Light,620000
64000,6,4 stroke,Double Light,1150000
60000,17,2 stroke,Single Light,520000
21585,11,4 stroke,Double Light,860000
32500,6,4 stroke,Double Light,1250000
75000,14,4 stroke,Double Light,615000
58000,8,4 stroke,Double Light,1025000
45334,18,4 stroke,Single Light,600000
69000,11,4 stroke,Double Light,890000
80000,17,2 stroke,Single Light,510000
52365,20,2 stroke,Single Light,435000
5400,10,4 stroke,Double Light,875000
63000,15,4 stroke,Single Light,550000
45000,8,4 stroke,Double Light,985000
12345,8,4 stroke,Double Light,760000
68000,12,4 stroke,Double Light,930000
44444,12,4 stroke,Double Light,875000
53450,12,4 stroke,Double Light,750000
58000,17,4 stroke,Single Light,595000
123456,19,2 stroke,Single Light,410000
53000,9,4 stroke,Double Light,900000
84000,12,4 stroke,Double Light,790000
6400,18,4 stroke,Single Light,400000
44312,17,4 stroke,Single Light,565000
65000,18,4 stroke,Single Light,525000
50000,17,2 stroke,Single Light,610000
120000,20,2 stroke,Single Light,440000
35000,17,4 stroke,Single Light,550000
23000,17,4 stroke,Single Light,550000
35000,5,4 stroke,Double Light,1300000
85212,12,4 stroke,Double Light,800000
120000,13,4 stroke,Double Light,750000
28982,8,4 stroke,Double Light,990000
50000,29,2 stroke,Single Light,320000
36000,8,4 stroke,Double Light,1100000
112000,14,4 stroke,Double Light,635000
25000,4,4 stroke,Double Light,1200000
43000,4,4 stroke,Double Light,1375000
76390,17,4 stroke,Single Light,460000
65788,8,4 stroke,Double Light,935000
85000,11,4 stroke,Double Light,715000
25000,12,4 stroke,Double Light,735000
50000,18,2 stroke,Single Light,600000
50000,17,4 stroke,Single Light,620000
208000,26,2 stroke,Single Light,480000
65000,12,4 stroke,Double Light,810000
56000,13,4 stroke,Double Light,520000
52718,13,4 stroke,Double Light,750000
31345,5,4 stroke,Double Light,1025000
86542,13,4 stroke,Double Light,700000
60000,10,4 stroke,Double Light,800000
35000,16,4 stroke,Single Light,600000
65000,9,4 stroke,Double Light,900000
123457,25,2 stroke,Single Light,225000
43805,7,4 stroke,Double Light,1100000
25000,14,4 stroke,Double Light,615000
44311,11,4 stroke,Double Light,845000
45000,8,4 stroke,Double Light,960000
12587,16,4 stroke,Single Light,685000
30000,13,4 stroke,Double Light,740000
48000,19,2 stroke,Single Light,610000
27000,17,2 stroke,Single Light,495000
44313,12,4 stroke,Double Light,780000
26475,5,4 stroke,Double Light,1230000
120000,15,4 stroke,Single Light,490000
100000,8,4 stroke,Double Light,1100000
110000,18,2 stroke,Single Light,595000
74511,8,4 stroke,Double Light,985000
53000,13,4 stroke,Double Light,660000
86000,23,2 stroke,Single Light,260000
75751,13,4 stroke,Double Light,750000
50000,16,4 stroke,Single Light,540000
15000,18,4 stroke,Single Light,630000
65800,13,4 stroke,Double Light,790000
64535,8,4 stroke,Double Light,785000
45000,15,4 stroke,Single Light,540000
48000,11,4 stroke,Double Light,815000
24000,8,4 stroke,Double Light,980000
12345,9,4 stroke,Double Light,900000
65000,7,4 stroke,Double Light,1450000
64000,9,4 stroke,Double Light,1050000
75000,8,4 stroke,Double Light,900000
100000,16,4 stroke,Single Light,350000
45000,14,4 stroke,Double Light,630000
10000,21,2 stroke,Single Light,340000
35000,11,4 stroke,Double Light,855000
65000,12,4 stroke,Double Light,800000
44313,4,4 stroke,Double Light,1345000
45000,12,4 stroke,Double Light,850000
